odm_id,odm_name,tray_capacity_scope_id,rack_capacity_scope_id,metric,unit,p10,p50,p90,mean,minimum,maximum,compute_tray_bottleneck_probability,rack_integration_bottleneck_probability
illustrative-odm-a,Illustrative ODM scope A,odm-a-gb200-tray-line-2026q3,odm-a-gb200-rack-line-2026q3,rack_integration_capacity,rack,210.90277355167584,242.81251381564027,276.9438007916459,243.4069955063091,185.14401797272748,304.55450018833824,0.6301,0.3699
illustrative-odm-a,Illustrative ODM scope A,odm-a-gb200-tray-line-2026q3,odm-a-gb200-rack-line-2026q3,unused_customer_allocated_compute_trays,tray,0.0,0.0,437.4145228083893,115.47486176713498,-4.547473508864641e-13,1367.2589726150927,0.6301,0.3699
illustrative-odm-a,Illustrative ODM scope A,odm-a-gb200-tray-line-2026q3,odm-a-gb200-rack-line-2026q3,unused_customer_allocated_rack_slots,rack,0.0,8.849128606580564,41.89961118277802,15.30037781816616,0.0,97.08444671973345,0.6301,0.3699
illustrative-odm-b,Illustrative ODM scope B,odm-b-gb200-tray-line-2026q3,odm-b-gb200-rack-line-2026q3,assembly_rack_share,ratio,0.28283412014953824,0.32765441613942803,0.37568725814384096,0.3285972331240494,0.21260829250331098,0.4706774442087752,0.49445,0.50555
illustrative-odm-b,Illustrative ODM scope B,odm-b-gb200-tray-line-2026q3,odm-b-gb200-rack-line-2026q3,assembly_supported_racks,rack,81.72566371056311,97.68774586312267,116.25767976492911,98.44098731992572,58.830303755761506,151.83294043800737,0.49445,0.50555
illustrative-odm-b,Illustrative ODM scope B,odm-b-gb200-tray-line-2026q3,odm-b-gb200-rack-line-2026q3,compute_tray_capacity,tray,2825.931657574252,3240.729336352928,3694.2455596154437,3251.959927283558,2506.136690720188,4047.8878240109243,0.49445,0.50555
illustrative-odm-b,Illustrative ODM scope B,odm-b-gb200-tray-line-2026q3,odm-b-gb200-rack-line-2026q3,compute_tray_rack_equivalents,rack,87.25191785844699,105.90275545276175,127.19628457131921,106.63762239380344,66.53057222488206,162.28074204615484,0.49445,0.50555
illustrative-odm-b,Illustrative ODM scope B,odm-b-gb200-tray-line-2026q3,odm-b-gb200-rack-line-2026q3,customer_allocated_compute_trays,tray,1570.5345214520455,1906.2495981497116,2289.533122283746,1919.4772030884617,1197.5503000478773,2921.053356830787,0.49445,0.50555
illustrative-odm-b,Illustrative ODM scope B,odm-b-gb200-tray-line-2026q3,odm-b-gb200-rack-line-2026q3,customer_allocated_integrated_racks,rack,84.60185067325064,105.66880579565128,129.72276956778845,106.5784770440878,58.830303755761506,170.2558486480921,0.49445,0.50555
illustrative-odm-b,Illustrative ODM scope B,odm-b-gb200-tray-line-2026q3,odm-b-gb200-rack-line-2026q3,good_compute_trays,tray,2502.137747767657,2973.733499406547,3498.5036409373447,2988.5773957997335,2156.4770425219763,3925.8987753842857,0.49445,0.50555
illustrative-odm-b,Illustrative ODM scope B,odm-b-gb200-tray-line-2026q3,odm-b-gb200-rack-line-2026q3,good_integrated_racks,rack,129.7572762478258,159.75785181960234,192.75789933786817,160.5202627645575,108.25172592014718,220.12997802362858,0.49445,0.50555
illustrative-odm-b,Illustrative ODM scope B,odm-b-gb200-tray-line-2026q3,odm-b-gb200-rack-line-2026q3,platform_qualified_compute_trays,tray,1933.7252015487518,2329.2086340270357,2768.2103656648314,2341.395558620098,1554.6946788966425,3447.558120324682,0.49445,0.50555
illustrative-odm-b,Illustrative ODM scope B,odm-b-gb200-tray-line-2026q3,odm-b-gb200-rack-line-2026q3,platform_qualified_integrated_racks,rack,102.89806666854331,127.61737453370141,155.3126051464148,128.43315411590143,77.74758717879979,191.1409083877077,0.49445,0.50555
illustrative-odm-b,Illustrative ODM scope B,odm-b-gb200-tray-line-2026q3,odm-b-gb200-rack-line-2026q3,rack_integration_capacity,rack,146.00764837210485,172.71206293973515,201.70041317020082,173.3101462245285,125.72857336423942,224.69537660493793,0.49445,0.50555
illustrative-odm-b,Illustrative ODM scope B,odm-b-gb200-tray-line-2026q3,odm-b-gb200-rack-line-2026q3,unused_customer_allocated_compute_trays,tray,0.0,4.337079057317396,475.95681782101866,147.53943132979845,-4.547473508864641e-13,1217.0454913292008,0.49445,0.50555
illustrative-odm-b,Illustrative ODM scope B,odm-b-gb200-tray-line-2026q3,odm-b-gb200-rack-line-2026q3,unused_customer_allocated_rack_slots,rack,0.0,0.0,26.26430927522398,8.137489724162075,0.0,65.05942879618158,0.49445,0.50555
illustrative-odm-c,Illustrative ODM scope C,odm-c-gb200-tray-line-2026q3,odm-c-gb200-rack-line-2026q3,assembly_rack_share,ratio,0.14414838488939677,0.1764643614224889,0.21383287152801292,0.17808068647191544,0.09949121673674169,0.2946492475862969,0.5063,0.4937
illustrative-odm-c,Illustrative ODM scope C,odm-c-gb200-tray-line-2026q3,odm-c-gb200-rack-line-2026q3,assembly_supported_racks,rack,42.422211075945725,52.72892766235044,64.72757137319002,53.280541370257154,29.685585184915645,94.31437393843974,0.5063,0.4937
illustrative-odm-c,Illustrative ODM scope C,odm-c-gb200-tray-line-2026q3,odm-c-gb200-rack-line-2026q3,compute_tray_capacity,tray,1681.323214253774,1975.0320148759847,2295.263880631879,1983.0595537436445,1457.464288090187,2545.97285234974,0.5063,0.4937
illustrative-odm-c,Illustrative ODM scope C,odm-c-gb200-tray-line-2026q3,odm-c-gb200-rack-line-2026q3,compute_tray_rack_equivalents,rack,46.0183573523709,57.762379215672134,71.46385999786241,58.36188906576551,32.735107658314504,95.28777230021265,0.5063,0.4937
illustrative-odm-c,Illustrative ODM scope C,odm-c-gb200-tray-line-2026q3,odm-c-gb200-rack-line-2026q3,customer_allocated_compute_trays,tray,828.3304323426762,1039.7228258820983,1286.3494799615235,1050.514003183779,589.2319378496611,1715.1799014038277,0.5063,0.4937
illustrative-odm-c,Illustrative ODM scope C,odm-c-gb200-tray-line-2026q3,odm-c-gb200-rack-line-2026q3,customer_allocated_integrated_racks,rack,44.34149582013638,58.11683699681019,74.07624722635978,58.759337208256,29.685585184915645,99.19583594852385,0.5063,0.4937
illustrative-odm-c,Illustrative ODM scope C,odm-c-gb200-tray-line-2026q3,odm-c-gb200-rack-line-2026q3,good_compute_trays,tray,1460.3764755598777,1786.9094757123617,2147.7056443313454,1796.8615880950983,1225.614451865599,2443.156352243976,0.5063,0.4937
illustrative-odm-c,Illustrative ODM scope C,odm-c-gb200-tray-line-2026q3,odm-c-gb200-rack-line-2026q3,good_integrated_racks,rack,74.52332042508925,96.04746069390302,119.75229394095936,96.654965260397,58.28007029012242,140.32514284163878,0.5063,0.4937
illustrative-odm-c,Illustrative ODM scope C,odm-c-gb200-tray-line-2026q3,odm-c-gb200-rack-line-2026q3,platform_qualified_compute_trays,tray,1064.561446671971,1317.7340652974679,1612.5862507604115,1329.9941553875638,808.3190789592927,2060.7504458462486,0.5063,0.4937
illustrative-odm-c,Illustrative ODM scope C,odm-c-gb200-tray-line-2026q3,odm-c-gb200-rack-line-2026q3,platform_qualified_integrated_racks,rack,56.01973429097051,72.76312147977913,91.9675554447263,73.46884795040376,38.90315665645465,119.03809181322906,0.5063,0.4937
illustrative-odm-c,Illustrative ODM scope C,odm-c-gb200-tray-line-2026q3,odm-c-gb200-rack-line-2026q3,rack_integration_capacity,rack,86.28912960317257,106.17173457911241,127.33609621675213,106.54449946741713,70.18469261478364,144.73200649842138,0.5063,0.4937
illustrative-odm-c,Illustrative ODM scope C,odm-c-gb200-tray-line-2026q3,odm-c-gb200-rack-line-2026q3,unused_customer_allocated_compute_trays,tray,0.0,1.1368683772161603e-13,300.4914263111485,91.46425851915028,-2.2737367544323206e-13,840.3942188098076,0.5063,0.4937
illustrative-odm-c,Illustrative ODM scope C,odm-c-gb200-tray-line-2026q3,odm-c-gb200-rack-line-2026q3,unused_customer_allocated_rack_slots,rack,0.0,0.21696292774132075,17.573749912142446,5.478795837998846,0.0,44.7934116382924,0.5063,0.4937
